"Created Date","Changed Date",Name,Description,Keywords,Reference,Visible,Private,Schedule,Labels,"Marker Feeds",Category,"Marker Instance ID","Category ID","Marker ID",Latitude,Longitude
"2017-05-24 16:35:52","2017-06-13 15:27:54","Lot 555","In lot 576.Payment required 7:30 a.m.&ndash;5 p.m., 7 days/week.ADA pay to park.",555,,1,0,,,,Accessible,201610,20990,142023,40.013149,-105.249809
"2017-05-24 16:36:30","2017-06-13 17:19:34","Lot 587","South of Marine St. Science Center.Payment required 7:30 a.m.&ndash;5 p.m., 7 days/week.ADA pay to park. .",587,,1,0,,,,Accessible,201611,20990,142024,40.013756,-105.250183
"2017-03-31 18:48:57","2017-05-24 17:56:06","Lot 470","W of Wolf Law. Payment required 7:30 a.m. - 5 p.m., 7 days/week. 10 hour ADA meter parking.","470,ADA",,1,0,,,,Accessible,201612,20990,136478,40.001682,-105.263672
"2017-05-24 17:05:41","2017-06-22 19:53:33","Lot 414","Permit required at all times. ADA parking.Overflow parking: Kittredge (KIT) Zone: use permit interchangeably in lots 406, 412, 414 and 418.",414,,1,0,,,,Accessible,201614,20990,142026,40.001831,-105.260941
"2017-05-24 17:05:50","2017-06-13 15:21:56","Lot 465","E of Arnett.Payment required 7:30 a.m.&ndash;5 p.m., 7 days/week.ADA pay to park.",465,,1,0,,,,Accessible,201615,20990,142027,40.003609,-105.260056
"2017-05-24 17:06:21","2017-06-13 15:23:46","Lot 406","W of Kittredge West.ADA pay to park.","406,ADA",,1,0,,,,Accessible,201616,20990,142028,40.002655,-105.264763
"2017-05-24 17:46:49","2017-06-13 15:22:37","Lot 319","E of Regent Admin. Ctr. Payment required at all times. ADA pay to park.","309,ADA",,1,0,,,,Accessible,201620,20990,142030,40.004517,-105.266006
"2017-05-24 17:46:58","2017-06-13 15:22:14","Lot 309","Regent CirclePayment required 7:30 a.m.&ndash;5 p.m., 7 days/week. 1 hr time limit. ADA pay to park.","309,ADA",,1,0,,,,Accessible,201621,20990,142031,40.004051,-105.267258
"2017-03-31 18:32:12","2017-06-22 19:54:11","Lot 423","E of SLHS. 10 hr parking. 10 hour ADA meter. Payment required 7:30 a.m. - 5 p.m., 7 days/week.","423,ADA",,1,0,,,,Accessible,201622,20990,136376,40.004128,-105.262283
"2017-05-24 18:09:28","2017-06-22 18:52:15","Lot 430","S of Koelbel/Business. Payment required 7:30 a.m.&ndash;5 p.m., 7 days/week.ADA pay to park.","475,ADA",,1,0,,,,Accessible,201623,20990,142032,40.005001,-105.263718
"2017-05-24 18:09:50","2017-06-12 19:31:54","Lot 440","N of Coors Events/Conference Ctr.Payment required 7:30 a.m.&ndash;5 p.m., 7 days/week.ADA pay to park.","440,ADA",,1,0,,,,Accessible,201624,20990,142033,40.006275,-105.261215
"2017-05-24 18:09:59","2017-06-28 19:04:52","Regent AutoPark - Lot 436/491","Permit required 7:30 a.m.&ndash;5 p.m., M&ndash;F.OverflowRegent (RG) Zone: Use permit interchangeably in lots 436, 491.","436,491, regent auto park",,1,0,,,,Covered,201625,20994,142034,40.007050,-105.260384
"2017-05-24 18:23:07","2017-06-22 19:54:58","Lot 444","Permit required at all times. ADA parking.","444,ADA",,1,0,,,,Accessible,201626,20990,142035,40.007984,-105.262138
"2017-05-24 20:01:32","2017-06-22 18:52:11","Lot 359","SW of Mathematics.Payment required 7:30 a.m.&ndash;5 p.m., 7 days/week.ADA pay to park.","359,ADA",,1,0,,,,Accessible,201636,20990,142045,40.007633,-105.265175
"2017-05-24 20:01:46","2017-06-22 19:56:40","Lot 360","Gated lot.Permit required 7:30 a.m.&ndash;5 p.m., M&ndash;F. Pay weeknights after 5 p.m. Saturdays and Sundays. ADA parking.OverflowRegent (RG) Zone: Use permit interchangeably in lots 436, 491.","360,ADA",,1,0,,,,Accessible,201637,20990,142046,40.007912,-105.266647
"2017-05-24 20:01:55","2017-06-22 18:07:46","Lot 346","S of Baker and Libby Halls. ADA 10 hr meter parking. Payment required 7:30 a.m. - 5 p.m., 7 days/week.","346,ADA",,1,0,,,,Accessible,201638,20990,142047,40.006500,-105.267220
"2017-05-24 20:03:36","2017-06-22 18:09:01","Lot 345","Permit required at all times. ADA parking.","345,ADA",,1,0,,,,Accessible,201640,20990,142049,40.007381,-105.269005
"2017-03-31 18:46:53","2017-06-12 16:24:53","Euclid Parking Garage","Payment required at all times. Time limit 24 hours.Open 24/7, Euclid AutoPark (EAP) is located between Broadway and 18th Street (east of the UMC) and is a ""Pay by Plate"" paystation lot. You will need to have your license plate number to pay at any of the paystations located at each pedestrian exit. ADA spots.Address1725 Euclid AvenueNearest bus stopLocation: Euclid and 18th St.Routes: HopStampede","EPRK,ADA",,1,0,,,,Covered,201642,20994,136463,40.006104,-105.270493
"2017-05-24 20:05:47","2017-06-22 19:57:04","Euclid Parking Garage","Open 24/7, Euclid AutoPark (EAP) is located between Broadway and 18th Street (east of the UMC) and is a ""Pay by Plate"" paystation lot. You will need to have your license plate number to pay at any of the paystations located at each pedestrian exit. ADA parking.","EPRK,ADA",,1,0,,,,Accessible,201643,20990,142051,40.006390,-105.270157
"2017-05-24 20:05:56","2017-06-13 15:22:00","Lot 203","N of Euclid Ave.Payment required 7:30 a.m.&ndash;5 p.m., 7 days/week.ADA pay to park.",,,1,0,,,,Accessible,201644,20990,142052,40.006069,-105.271141
"2017-05-24 20:06:14","2017-06-22 19:57:08","Lot 208","Permit required 7:30 a.m.&ndash;5 p.m., M&ndash;F. Pay weeknights after 5 p.m. Saturdays and Sundays. ADA parking.OverflowLots 308","208,ADA",,1,0,,,,Accessible,201645,20990,142053,40.006763,-105.272667
"2017-05-24 20:33:27","2017-06-22 18:08:57","Lot 265","NW of Armory.Payment required at all times.ADA pay to park.","261,ADA",,1,0,,,,Accessible,201648,20990,142056,40.011181,-105.273911
"2017-05-24 21:07:47","2017-06-15 14:55:35","Lot 386","Permit required at all times.OverflowLot 169.",386,,1,0,,,,Accessible,201651,20990,142059,40.009777,-105.268608
"2017-05-24 21:07:51","2017-06-15 14:55:26","Lot 384","Permit required at all times.OverflowLot 136, 380.",384,,1,0,,,,Accessible,201652,20990,142060,40.010468,-105.267723
"2017-05-24 21:08:00","2017-06-22 18:51:47","Lot 390","Restricted use M-Sat., 7 a.m.&ndash;7 p.m. Pay station and meter parking 7 p.m.&ndash;7 a.m. and all day Sunday. ADA 10 hour meter parking.","390,ADA",,1,0,,,,Accessible,201653,20990,142061,40.010784,-105.265862
"2017-05-24 21:08:55","2017-06-13 15:23:32","Lot 391","East of Champions Center.Payment required at all times. ADA pay to park.",391,,1,0,,,,"Short-term Pay",201654,20992,142062,40.010574,-105.264610
"2017-05-24 21:08:59","2017-06-09 21:34:01","Lot 391","Folsom Parking Garage.A ""M"" permit allows motorcycle parking in all ""M"" lots on both Main and East campuses. Permits are required 7:30 a.m.&ndash;5 p.m., M&ndash;F unless otherwise specified on lot signage. ",391,,1,0,,,,Motorcycle,201655,20989,142063,40.010506,-105.264442
"2017-05-24 21:09:22","2017-06-12 16:24:48","Lot 125","Permit required at all times.OverflowLot 169",125,,1,0,,,,"Resident hall student permit",201656,20993,142064,40.013004,-105.272133
"2017-05-25 15:07:29","2017-05-25 21:43:09","Bike Share Station Stearns Center","Boulder B-cycle",,,1,0,,,,"Bike share",201675,20998,142081,39.999031,-105.252663
"2017-03-31 19:03:40","2017-07-05 20:34:58","WillVill/Bear Creek Bus Bear Creek Apartments",,,,1,0,,,,"Williams Village/Bear Creek Bus",201698,21808,136616,39.996590,-105.250641
"2017-03-31 19:03:44","2017-07-05 20:35:40","WillVill/Bear Creek Bus Williams Village",,,,1,0,,,,"Williams Village/Bear Creek Bus",201699,21808,136617,39.998508,-105.252769
"2017-03-31 18:53:34","2017-07-05 20:35:03","WillVill/Bear Creek Bus C4C, Regent Dr & Broadway",,,,1,0,,,,"Williams Village/Bear Creek Bus",201700,21808,136521,40.004028,-105.265991
"2017-03-31 18:58:56","2017-07-05 20:35:26","WillVill/Bear Creek Bus Engineering, Regent Dr & Colorado Ave",,,,1,0,,,,"Williams Village/Bear Creek Bus",201701,21808,136566,40.007828,-105.261452
"2017-03-31 19:00:05","2017-07-05 20:35:35","WillVill/Bear Creek Bus Math, Colorado Ave & Folsom St",,,,1,0,,,,"Williams Village/Bear Creek Bus",201702,21808,136576,40.008171,-105.264511
"2017-03-31 19:01:04","2017-07-05 20:35:17","WillVill/Bear Creek Bus Colorado Ave & 30th St, Westbound","Permanent stop after 7 p.m. (M&ndash;F) and all times on Sat/Sun.",,,1,0,,,,"Williams Village/Bear Creek Bus",201703,21808,136589,40.007633,-105.254486
"2017-03-31 19:00:48","2017-07-05 20:35:12","WillVill/Bear Creek Bus Colorado Ave & 30th St, Eastbound",,,,1,0,,,,"Williams Village/Bear Creek Bus",201704,21808,136587,40.007236,-105.253906
"2017-03-31 18:59:08","2017-07-05 20:35:31","WillVill/Bear Creek Bus IMIG, Euclid Ave & 18th St",,,,1,0,,,,"Williams Village/Bear Creek Bus",201705,21808,136569,40.006210,-105.269470
"2017-03-31 18:59:24","2017-07-05 20:35:21","WillVill/Bear Creek Bus Duane Physics, Colorado Ave & 18th St",,,,1,0,,,,"Williams Village/Bear Creek Bus",201706,21808,136573,40.008240,-105.268944
"2017-05-25 20:49:32","2017-05-25 20:49:32","RTD Colorado Ave & 30th St, Eastbound","Stop #22603. Station is accessible.Routes Stampede",,,1,0,,,,"RTD bus stops",201727,20997,142113,40.007248,-105.252831
"2017-05-25 21:15:56","2017-05-25 21:15:56","RTD 3600 Block Discovery Dr, Westbound","Stop #35009. Station is accessible.RoutesStampede",,,1,0,,,,"RTD bus stops",201729,20997,142115,40.009960,-105.245361
"2017-05-25 21:16:00","2017-05-25 21:16:00","RTD 4000 Block Discovery Dr, Westbound","Stop #35008. Station is accessible.RoutesStampede",,,1,0,,,,"RTD bus stops",201730,20997,142116,40.008888,-105.243629
"2017-05-25 21:16:09","2017-05-25 21:16:09","RTD 30th St & Shadow Creek Dr, Northbound","Stop #25123. Station is accessible.RoutesBoundJ",,,1,0,,,,"RTD bus stops",201731,20997,142117,40.011047,-105.253380
"2017-05-25 21:43:04","2017-05-25 21:43:04","RTD Baseline Rd & 30th St, Eastbound","Stop #12342. Station is accessible.Routes225225D",,,1,0,,,,"RTD bus stops",201732,20997,142118,39.999874,-105.252426
"2017-05-26 15:06:15","2017-06-06 16:06:39","Bike Share Station Baseline","Boulder B-cycle",,,1,0,,,,"Bike share",201741,20998,142122,40.000111,-105.262283
"2017-05-26 15:06:24","2017-05-26 15:06:24","RTD Broadway & Baseline Rd, Southbound","Stop #12478. Station is accessible.RoutesAB1DashFF1FF2FF5GSSkip",,,1,0,,,,"RTD bus stops",201742,20997,142123,39.999325,-105.263329
"2017-05-26 15:32:43","2017-05-26 15:32:43","RTD Euclid Ave & Broadway, Southbound","Stop #25461.RoutesHop",,,1,0,,,,"RTD bus stops",201770,20997,142143,40.006447,-105.272812
"2017-05-26 16:02:27","2017-05-26 16:02:27","RTD Arapahoe Ave & 19th St, Westbound","Stop #12203. Station is accessible.Routes Jump",,,1,0,,,,"RTD bus stops",201788,20997,142153,40.014652,-105.269806
"2017-05-26 16:44:59","2017-05-26 16:44:59","RTD 28th St & Arapahoe Ave, Southbound","Stop #26203. Station is accessible.RoutesAB2FF4FF6",,,1,0,,,,"RTD bus stops",201803,20997,142167,40.013851,-105.258736
"2017-05-26 21:13:12","2017-05-26 21:13:12","ADA pathway",,,,1,0,,,,"Accessible Paths",201893,21763,142248,40.002224,-105.261482
"2017-05-26 21:13:29","2017-05-26 21:13:29","ADA pathway",,,,1,0,,,,"Accessible Paths",201896,21763,142251,40.002834,-105.260956
"2017-05-26 21:13:34","2017-05-26 21:13:34","ADA pathway",,,,1,0,,,,"Accessible Paths",201897,21763,142252,40.002800,-105.261894
"2017-05-26 21:13:38","2017-05-26 21:13:38","ADA pathway",,,,1,0,,,,"Accessible Paths",201898,21763,142253,40.003132,-105.261490
"2017-05-26 21:14:58","2017-05-26 21:14:58","ADA pathway",,,,1,0,,,,"Accessible Paths",201899,21763,142254,40.003040,-105.265732
"2017-05-26 21:15:02","2017-05-30 15:33:54","ADA pathway",,,,1,0,,,,"Accessible Paths",201900,21763,142255,40.004276,-105.268112
"2017-05-26 22:04:33","2017-05-26 22:04:33","ADA pathway",,,,1,0,,,,"Accessible Paths",201905,21763,142260,40.004028,-105.265877
"2017-05-26 22:04:37","2017-05-26 22:04:37","ADA pathway",,,,1,0,,,,"Accessible Paths",201906,21763,142261,40.005032,-105.268372
"2017-05-26 22:04:46","2017-05-26 22:04:46","ADA pathway",,,,1,0,,,,"Accessible Paths",201907,21763,142262,40.004787,-105.267166
"2017-05-26 22:04:50","2017-05-26 22:04:50","ADA pathway",,,,1,0,,,,"Accessible Paths",201908,21763,142263,40.005196,-105.267159
"2017-05-26 22:04:54","2017-05-26 22:04:54","ADA pathway",,,,1,0,,,,"Accessible Paths",201909,21763,142264,40.005196,-105.266914
"2017-05-30 15:33:46","2017-05-30 15:33:46","ADA pathway",,,,1,0,,,,"Accessible Paths",201946,21763,142292,40.005527,-105.269035
"2017-05-30 15:33:50","2017-05-30 15:33:50","ADA pathway",,,,1,0,,,,"Accessible Paths",201947,21763,142293,40.005054,-105.269196
"2017-05-30 15:33:59","2017-05-30 15:33:59","ADA pathway",,,,1,0,,,,"Accessible Paths",201948,21763,142294,40.005318,-105.270195
"2017-05-30 15:34:03","2017-05-30 15:34:03","ADA pathway",,,,1,0,,,,"Accessible Paths",201949,21763,142295,40.005623,-105.271019
"2017-05-30 15:34:11","2017-05-31 16:51:12","ADA pathway",,,,1,0,,,,"Accessible Paths",201951,21763,142297,40.006229,-105.271919
"2017-05-30 15:34:16","2017-05-30 15:34:16","ADA pathway",,,,1,0,,,,"Accessible Paths",201952,21763,142298,40.007153,-105.272766
"2017-05-30 20:30:51","2017-06-09 16:31:56","CU Art Museum","There is no fee for admission to the museum. We&rsquo;re free for all visitors and encourage you to bring a friend. Donations are welcome.Museum Hours:Tuesday-Saturday 11:00 a.m. to 5:00 p.m.During the spring and fall semesters we are also open Tuesdays and Thursdays until 7:00 p.m.We are closed Sundays, Mondays and allCU BoulderholidaysSee the CU Art Museum website for updates on hours and exhibits.",,,1,0,,,,"Performance & Museum Venues",202075,2733,142393,40.007336,-105.269974
"2017-05-30 20:30:56","2017-05-30 20:30:56","Mount Sanitas Trailhead",,,,1,0,,,,"Hiking Spots",202076,21761,142394,40.020863,-105.294640
"2017-05-30 20:31:00","2017-05-30 20:31:00","Marshall Mesa Trailhead",,,,1,0,,,,"Hiking Spots",202077,21761,142395,39.952911,-105.231339
"2017-05-30 20:31:04","2017-05-30 20:31:04","Bobolink trailhead",,,,1,0,,,,"Hiking Spots",202078,21761,142396,39.999840,-105.214951
"2017-05-30 20:31:08","2017-05-30 20:31:08","Dry Creek Trailhead",,,,1,0,,,,"Hiking Spots",202079,21761,142397,39.999741,-105.190918
"2017-05-30 20:31:35","2017-05-30 20:31:35","Chautauqua Park and Trailheads",,,,1,0,,,,"Hiking Spots",202080,21761,142398,39.999134,-105.282776
"2017-05-30 20:31:39","2017-05-30 20:31:39","Realization Point","Scenic views &amp; an amphitheater",,,1,0,,,,"Hiking Spots",202081,21761,142399,39.997440,-105.309082
"2017-05-30 20:31:43","2017-05-30 20:31:43","Betasso Preserve Trailhead","Rugged foothills area",,,1,0,,,,"Hiking Spots",202082,21761,142400,40.015686,-105.343910
"2017-05-30 20:31:48","2017-05-30 20:31:48","Settlers Park","Multiple trailheads",,,1,0,,,,"Hiking Spots",202083,21761,142401,40.014206,-105.295502
"2017-05-30 20:31:52","2017-05-30 20:31:52","Walden Ponds Wildlife Habitat",,,,1,0,,,,"Hiking Spots",202084,21761,142402,40.044109,-105.184006
"2017-05-30 20:31:56","2017-05-30 20:31:56","NCAR Trailheads","Multiple trainheads",,,1,0,,,,"Hiking Spots",202085,21761,142403,39.979259,-105.274345
"2017-05-31 15:47:39","2017-05-31 15:47:39","ADA pathway",,,,1,0,,,,"Accessible Paths",202155,21763,142470,40.007446,-105.272835
"2017-05-31 15:47:44","2017-05-31 15:47:44","ADA pathway",,,,1,0,,,,"Accessible Paths",202156,21763,142471,40.007259,-105.272758
"2017-05-31 15:47:48","2017-05-31 15:47:48","ADA pathway",,,,1,0,,,,"Accessible Paths",202157,21763,142472,40.007610,-105.273071
"2017-05-31 15:47:56","2017-05-31 15:47:56","ADA pathway",,,,1,0,,,,"Accessible Paths",202159,21763,142474,40.007893,-105.274513
"2017-05-31 15:48:00","2017-05-31 21:30:34","ADA pathway",,,,1,0,,,,"Accessible Paths",202160,21763,142475,40.008686,-105.273865
"2017-05-31 16:23:26","2017-05-31 16:23:26","ADA pathway",,,,1,0,,,,"Accessible Paths",202162,21763,142477,40.008526,-105.271912
"2017-05-31 16:23:30","2017-05-31 16:23:30","ADA pathway",,,,1,0,,,,"Accessible Paths",202163,21763,142478,40.010464,-105.276306
"2017-05-31 16:23:35","2017-05-31 16:23:35","ADA pathway",,,,1,0,,,,"Accessible Paths",202164,21763,142479,40.009933,-105.275925
"2017-05-31 16:23:39","2017-05-31 16:23:39","ADA pathway",,,,1,0,,,,"Accessible Paths",202165,21763,142480,40.010063,-105.276070
"2017-05-31 16:23:43","2017-05-31 16:50:55","ADA pathway",,,,1,0,,,,"Accessible Paths",202166,21763,142481,40.010017,-105.274506
"2017-05-31 16:23:47","2017-05-31 16:23:47","ADA pathway",,,,1,0,,,,"Accessible Paths",202167,21763,142482,40.009426,-105.273117
"2017-05-31 16:51:03","2017-05-31 16:51:03","ADA pathway",,,,1,0,,,,"Accessible Paths",202200,21763,142506,40.010406,-105.273201
"2017-05-31 16:51:08","2017-05-31 16:51:08","ADA pathway",,,,1,0,,,,"Accessible Paths",202201,21763,142507,40.010235,-105.272575
"2017-05-31 16:51:17","2017-05-31 16:51:17","ADA pathway",,,,1,0,,,,"Accessible Paths",202202,21763,142508,40.005154,-105.270256
"2017-05-31 16:51:21","2017-05-31 16:51:21","ADA pathway",,,,1,0,,,,"Accessible Paths",202203,21763,142509,40.007030,-105.270859
"2017-05-31 21:30:12","2017-05-31 21:30:12","ADA pathway",,,,1,0,,,,"Accessible Paths",202267,21763,142564,40.010288,-105.271637
"2017-05-31 21:30:17","2017-05-31 21:30:17","ADA pathway",,,,1,0,,,,"Accessible Paths",202268,21763,142565,40.010529,-105.270775
"2017-05-31 21:30:21","2017-05-31 21:30:21","ADA pathway",,,,1,0,,,,"Accessible Paths",202269,21763,142566,40.009686,-105.273018
"2017-05-31 21:30:30","2017-05-31 21:30:30","ADA pathway",,,,1,0,,,,"Accessible Paths",202271,21763,142568,40.009644,-105.272530
"2017-06-02 16:24:16","2017-06-02 16:24:16","ADA pathway",,,,1,0,,,,"Accessible Paths",202490,21763,142719,40.010063,-105.269577
"2017-06-02 16:24:20","2017-06-02 16:24:20","ADA pathway",,,,1,0,,,,"Accessible Paths",202491,21763,142720,40.008762,-105.269829
"2017-06-02 16:24:24","2017-06-02 16:24:24","ADA pathway",,,,1,0,,,,"Accessible Paths",202492,21763,142721,40.008945,-105.268753
"2017-06-02 16:24:29","2017-06-02 16:24:29","ADA pathway",,,,1,0,,,,"Accessible Paths",202493,21763,142722,40.009075,-105.269249
"2017-06-02 16:24:33","2017-06-02 16:24:33","ADA pathway",,,,1,0,,,,"Accessible Paths",202494,21763,142723,40.009270,-105.264908
"2017-06-02 16:24:42","2017-06-02 16:24:42","ADA pathway",,,,1,0,,,,"Accessible Paths",202495,21763,142724,40.007935,-105.267578
"2017-06-06 13:36:21","2017-06-27 19:18:59","Accessible Entrances",,,,1,0,,,,"Accessible Building Entrances",202742,21951,142894,40.004124,-105.258659
"2017-03-31 18:49:13","2017-06-13 15:27:32","Lot 543","Permit required 7:30 a.m.&ndash;5 p.m., M&ndash;F. ADA parking available.",544,,1,0,,,,"Multi-use permit",203310,20991,136482,40.009129,-105.250038
"2017-06-09 17:57:33","2017-06-09 21:27:03","Lot 537","In lot 543.Payment required 7:30 a.m.&ndash;5 p.m., 7 days/week.ADA pay to park.",,,1,0,,,,"Short-term Pay",203311,20992,143244,40.009052,-105.249771
"2017-06-09 17:57:37","2017-06-22 19:55:07","Lot 377","Colorado Ave.Payment required at all times.",,,1,0,,,,"Short-term Pay",203312,20992,143245,40.008369,-105.265007
"2017-03-31 18:43:27","2017-06-13 18:22:22","Lot 618","South of Village Center. Payment required at all times.",618,,1,0,,,,"Short-term Pay",203390,20992,136417,39.996792,-105.251244
"2017-06-09 20:07:51","2017-06-09 20:07:51","Lot 618","Permit required at all times.",,,1,0,,,,"Resident hall student permit",203391,20993,143309,39.996120,-105.250137
"2017-06-09 20:08:00","2017-06-22 19:51:11","Lot 618","South of Village Center. Payment required at all times. ADA pay to park.",,,1,0,,,,Accessible,203392,20990,143310,39.996868,-105.251381
"2017-06-09 20:08:04","2017-06-22 19:51:06","Lot 618","Permit required at all times. ADA parking.",,,1,0,,,,Accessible,203393,20990,143311,39.996429,-105.250412
"2017-05-23 20:56:32","2017-06-14 19:52:37","Parking Lot 380 - repaving lot closed ",,,,1,0,,,,Parking,203395,2739,141760,40.009892,-105.271507
"2017-06-09 21:26:58","2017-06-09 21:26:58","Lot 618","S of Village Center.A ""M"" permit allows motorcycle parking in all ""M"" lots on both Main and East campuses. Permits are required 7:30 a.m.&ndash;5 p.m., M&ndash;F unless otherwise specified on lot signage.",,,1,0,,,,Motorcycle,203397,20989,143313,39.997181,-105.251579
"2017-05-23 21:09:14","2017-06-12 15:03:24","Add red sidewalk area ",,,,1,0,,,,"Completed Round #2",203415,19275,141864,40.009895,-105.273705
"2017-05-31 16:23:17","2017-06-12 15:03:29","sidewalk here - see image",,,,1,0,,,,"Completed Round #2",203416,19275,142476,40.009125,-105.273842
"2017-05-31 15:47:52","2017-06-12 15:03:34","This is an entrance - see image",,,,1,0,,,,"Completed Round #2",203417,19275,142473,40.008038,-105.272041
"2017-06-02 16:24:46","2017-06-12 15:03:38","sidewalk continues - see images",,,,1,0,,,,"Completed Round #2",203418,19275,142725,40.007572,-105.269455
"2017-05-23 21:09:58","2017-06-12 15:03:43","Sidewalk area should be red",,,,1,0,,,,"Completed Round #2",203419,19275,141871,40.007332,-105.271965
"2017-05-23 21:09:27","2017-06-12 15:33:17","Add parking lines - Koenig area (see image)",,,,1,0,,,,"Completed Round #2",203421,19275,141867,40.010078,-105.276215
"2017-05-31 21:30:25","2017-06-12 15:33:22","missing sidewalk ramp - see images",,,,1,0,,,,"Completed Round #2",203422,19275,142567,40.009686,-105.273010
"2017-05-23 21:10:02","2017-06-12 15:33:26","Make red",,,,1,0,,,,"Completed Round #2",203423,19275,141872,40.007355,-105.271652
"2017-05-23 21:09:50","2017-06-12 15:33:31","Add tables (fountain area) See image",,,,1,0,,,,"Completed Round #2",203424,19275,141869,40.007450,-105.271599
"2017-05-23 21:10:25","2017-06-12 15:33:36","Make red and add tree - Imig back area (see photo)",,,,1,0,,,,"Completed Round #2",203425,19275,141877,40.006413,-105.269058
"2017-05-23 21:04:04","2017-06-12 16:07:32","Stadium gold seats 8 (see description/image)","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203436,19275,141817,40.009285,-105.266373
"2017-05-23 21:04:09","2017-06-12 16:07:42","Stadium gold seats 9","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203437,19275,141818,40.009594,-105.266350
"2017-05-23 21:04:42","2017-06-12 16:07:46","Stadium gold seats 10 (see description/image)","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203438,19275,141820,40.009892,-105.266350
"2017-05-23 21:03:35","2017-06-12 16:07:51","Stadium gold Seats 1 - see image/descriptions","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203439,19275,141810,40.010040,-105.267487
"2017-05-23 21:03:39","2017-06-12 16:07:56","Stadium - gold seats 2","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203440,19275,141811,40.009727,-105.267464
"2017-05-23 21:03:43","2017-06-12 16:08:05","Stadium  gold seats 3 (see description & images)","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203441,19275,141812,40.009426,-105.267464
"2017-05-23 21:03:48","2017-06-12 16:08:14","Stadium - gold seats 4","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203442,19275,141813,40.009132,-105.267471
"2017-05-23 21:03:52","2017-06-12 16:08:19","Stadium gold seats 5 (see description/image)","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203443,19275,141814,40.008778,-105.267281
"2017-05-23 21:06:04","2017-06-12 16:08:28","Stadium gold seats 19 upper (see description)","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203444,19275,141834,40.008945,-105.267685
"2017-05-23 21:06:00","2017-06-12 16:08:38","Stadium gold seats 18 upper (see description)","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203445,19275,141833,40.008701,-105.267456
"2017-05-23 21:05:51","2017-06-12 16:08:42","Stadium gold seats 17 upper (see description)","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203446,19275,141831,40.008579,-105.267105
"2017-05-23 21:05:47","2017-06-12 16:08:47","Stadium gold seats 16 upper (see description)","The gold color should be this #CFB87C","The gold color should be this #CFB87C",,1,0,,,,"Completed Round #2",203447,19275,141830,40.008583,-105.266731
"2017-05-23 21:03:56","2017-06-12 16:08:51","Stadium gold seats 6","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203448,19275,141815,40.008709,-105.266762
"2017-05-23 21:05:43","2017-06-12 16:08:56","Stadium gold seats 15 upper (see description)","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203449,19275,141829,40.008717,-105.266380
"2017-05-23 21:05:20","2017-06-12 16:09:01","Stadium gold seats 14 upper (see description)","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203450,19275,141828,40.008961,-105.266113
"2017-05-23 21:04:00","2017-06-12 16:09:05","Stadium gold seats 7 (see description/image)","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203451,19275,141816,40.008957,-105.266403
"2017-05-23 21:05:12","2017-06-12 16:09:10","Stadium gold seats 13 upper (see description)",,"The gold color should be this #CFB87C",,1,0,,,,"Completed Round #2",203452,19275,141826,40.009277,-105.266029
"2017-05-23 21:05:03","2017-06-12 16:09:15","Stadium gold seats 12 upper (see description)","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203453,19275,141824,40.009605,-105.265976
"2017-05-23 21:04:51","2017-06-12 16:09:19","Stadium gold seats 11 upper (see description/image)","The gold color should be this #CFB87C",,,1,0,,,,"Completed Round #2",203454,19275,141822,40.009941,-105.265968
"2017-06-12 16:25:34","2017-06-12 16:25:34","Lot 419","NE of SLHS.Payment required 7:30 a.m.&ndash;5 p.m., 7 days/week.",,,1,0,,,,"Short-term Pay",203458,20992,143342,40.003948,-105.262146
"2017-05-23 21:11:27","2017-06-12 16:55:04","Fix red area (see photo)",,,,1,0,,,,"Completed Round #2",203459,19275,141879,40.007885,-105.267822
"2017-05-23 21:03:31","2017-06-12 16:55:09","This square area should be the red color",,,,1,0,,,,"Completed Round #2",203460,19275,141809,40.007595,-105.268326
"2017-05-23 21:11:49","2017-06-12 16:55:14","Make red - farrand area 2 (see photo)",,,,1,0,,,,"Completed Round #2",203461,19275,141884,40.005772,-105.265762
"2017-05-23 21:11:44","2017-06-12 16:55:18","Make red - farrand area",,,,1,0,,,,"Completed Round #2",203462,19275,141883,40.005779,-105.265884
"2017-05-23 21:12:41","2017-06-12 16:55:23","Fix sidewalk (see image/description) ","The bend in the sidewalk is a bit off. Need to line up with door entrance. See photos",,,1,0,,,,"Completed Round #2",203463,19275,141890,40.004936,-105.265907
